Order Date,Year,Month,Region,Category,Sub-Category,Sales
2018-10-12,2018,10,West,Office Supplies,Art,5.88
2017-08-06,2017,8,West,Technology,Phones,211.168
2015-08-25,2015,8,West,Furniture,Furnishings,6.28
2015-08-25,2015,8,West,Technology,Accessories,95.1
2015-08-25,2015,8,West,Office Supplies,Paper,25.92
2015-08-25,2015,8,West,Office Supplies,Storage,48.84
2016-09-14,2016,9,Central,Office Supplies,Binders,25.9
2018-03-05,2018,3,South,Office Supplies,Envelopes,42.68
2018-03-05,2018,3,South,Technology,Accessories,299.97
2018-03-05,2018,3,South,Office Supplies,Appliances,262.24
2018-03-05,2018,3,South,Office Supplies,Binders,234.36
2018-04-15,2018,4,Central,Office Supplies,Paper,20.736
2015-03-30,2015,3,East,Office Supplies,Art,10.5
2015-11-11,2015,11,East,Furniture,Furnishings,23.968
2015-11-11,2015,11,East,Furniture,Bookcases,521.96
2017-03-12,2017,3,West,Office Supplies,Storage,676.55
2017-03-12,2017,3,West,Office Supplies,Appliances,154.9
2017-03-12,2017,3,West,Office Supplies,Envelopes,30.56
2017-03-12,2017,3,West,Furniture,Chairs,770.352
2018-02-09,2018,2,West,Furniture,Furnishings,21.12
2015-11-11,2015,11,West,Technology,Phones,575.928
2015-11-11,2015,11,West,Office Supplies,Appliances,7.78
2015-11-11,2015,11,West,Office Supplies,Paper,123.92
2018-08-20,2018,8,West,Office Supplies,Supplies,17.22
2018-08-20,2018,8,West,Office Supplies,Storage,226.56
2018-08-20,2018,8,West,Technology,Phones,107.88
2017-01-15,2017,1,East,Office Supplies,Paper,81.98
2015-07-20,2015,7,West,Office Supplies,Paper,104.85
2015-07-20,2015,7,West,Office Supplies,Binders,8.704
2015-07-20,2015,7,West,Office Supplies,Paper,19.92
2015-07-20,2015,7,West,Furniture,Furnishings,43.02
2018-02-06,2018,2,East,Furniture,Bookcases,240.784
2016-12-25,2016,12,East,Office Supplies,Appliances,414.96
2017-10-08,2017,10,South,Office Supplies,Storage,387.72
2018-07-13,2018,7,Central,Office Supplies,Storage,360.38
2018-07-13,2018,7,Central,Office Supplies,Paper,13.56
2018-04-24,2018,4,West,Technology,Phones,552.0
2015-09-07,2015,9,Central,Furniture,Tables,429.9
2015-09-07,2015,9,Central,Office Supplies,Binders,32.06
2015-09-07,2015,9,Central,Furniture,Chairs,161.96
2015-09-07,2015,9,Central,Office Supplies,Storage,19.86
2017-11-21,2017,11,East,Office Supplies,Paper,12.96
2018-09-16,2018,9,East,Office Supplies,Paper,20.544
2017-07-19,2017,7,South,Furniture,Furnishings,185.58
2017-07-19,2017,7,South,Office Supplies,Binders,77.56
2017-07-19,2017,7,South,Office Supplies,Storage,87.92
2017-07-19,2017,7,South,Office Supplies,Paper,245.94
2017-07-19,2017,7,South,Office Supplies,Binders,8.6
2017-07-19,2017,7,South,Furniture,Bookcases,504.9
2018-09-15,2018,9,West,Office Supplies,Binders,2357.488
2018-09-15,2018,9,West,Technology,Phones,369.544
2018-09-15,2018,9,West,Furniture,Chairs,184.752
2017-12-11,2017,12,East,Office Supplies,Storage,64.96
2017-12-11,2017,12,East,Office Supplies,Supplies,13.52
2017-12-11,2017,12,East,Furniture,Chairs,458.43
2017-12-11,2017,12,East,Office Supplies,Appliances,387.136
2017-12-11,2017,12,East,Furniture,Tables,328.59
2015-12-10,2015,12,West,Furniture,Chairs,338.352
2015-12-10,2015,12,West,Office Supplies,Paper,25.92
2015-12-10,2015,12,West,Office Supplies,Paper,91.36
2015-12-13,2015,12,West,Furniture,Furnishings,87.96
2015-12-13,2015,12,West,Office Supplies,Binders,5.214
2018-09-21,2018,9,South,Office Supplies,Binders,12.294
2018-09-07,2018,9,West,Furniture,Furnishings,19.76
2016-11-02,2016,11,East,Furniture,Chairs,109.764
2018-12-11,2018,12,East,Technology,Phones,128.85
2018-04-01,2018,4,South,Furniture,Furnishings,127.95
2016-12-30,2016,12,West,Office Supplies,Paper,68.52
2016-12-30,2016,12,West,Office Supplies,Storage,74.94
2016-12-30,2016,12,West,Technology,Machines,2548.56
2016-12-30,2016,12,West,Office Supplies,Envelopes,271.44
2016-12-30,2016,12,West,Technology,Phones,287.88
2017-03-10,2017,3,West,Office Supplies,Paper,14.9
2017-03-10,2017,3,West,Technology,Phones,4158.912
2015-04-06,2015,4,West,Furniture,Furnishings,91.96
2015-04-06,2015,4,West,Furniture,Furnishings,33.11
2015-04-06,2015,4,West,Office Supplies,Paper,19.44
2015-04-06,2015,4,West,Office Supplies,Paper,55.48
2015-10-05,2015,10,East,Office Supplies,Appliances,91.92
2017-08-13,2017,8,South,Office Supplies,Appliances,17.34
2017-08-13,2017,8,South,Technology,Accessories,71.98
2015-11-17,2015,11,Central,Office Supplies,Envelopes,7.08
2018-04-24,2018,4,East,Technology,Accessories,69.98
2018-08-24,2018,8,East,Office Supplies,Appliances,646.272
2018-08-24,2018,8,East,Office Supplies,Paper,10.368
2018-02-23,2018,2,West,Office Supplies,Fasteners,8.4
2018-02-23,2018,2,West,Technology,Phones,71.96
2017-11-19,2017,11,South,Office Supplies,Art,18.48
2017-11-14,2017,11,West,Office Supplies,Art,9.84
2018-07-06,2018,7,South,Furniture,Chairs,239.24
2017-12-25,2017,12,East,Furniture,Furnishings,21.12
2018-04-23,2018,4,East,Office Supplies,Supplies,54.9
2016-12-14,2016,12,West,Furniture,Furnishings,15.24
2016-04-19,2016,4,Central,Office Supplies,Appliances,19.568
2016-04-19,2016,4,Central,Office Supplies,Binders,310.392
2017-09-04,2017,9,South,Furniture,Furnishings,42.6
2017-09-04,2017,9,South,Office Supplies,Binders,113.94
2017-09-04,2017,9,South,Office Supplies,Storage,129.92
2017-09-04,2017,9,South,Office Supplies,Art,5.28
2018-09-24,2018,9,West,Technology,Phones,859.2
2018-09-24,2018,9,West,Technology,Machines,506.28
2017-02-04,2017,2,West,Furniture,Furnishings,14.368
2018-05-19,2018,5,South,Furniture,Chairs,314.352
2018-05-19,2018,5,South,Office Supplies,Paper,27.888
2016-09-03,2016,9,West,Furniture,Furnishings,238.152
2017-06-09,2017,6,Central,Furniture,Tables,692.94
2016-11-07,2016,11,South,Office Supplies,Binders,16.146
2016-11-07,2016,11,South,Office Supplies,Binders,1345.485
2017-06-15,2017,6,Central,Office Supplies,Paper,173.488
2016-04-25,2016,4,Central,Office Supplies,Art,57.75
2016-04-25,2016,4,Central,Office Supplies,Appliances,272.4
2017-09-23,2017,9,East,Office Supplies,Paper,11.952
2017-09-23,2017,9,East,Furniture,Furnishings,28.0
2017-09-23,2017,9,East,Office Supplies,Binders,12.201
2017-08-18,2017,8,Central,Office Supplies,Binders,2.068
2017-08-18,2017,8,Central,Office Supplies,Paper,83.84
2015-03-02,2015,3,East,Office Supplies,Envelopes,11.36
2015-03-02,2015,3,East,Office Supplies,Paper,36.4
2015-12-30,2015,12,East,Technology,Accessories,27.968
2016-04-10,2016,4,East,Office Supplies,Storage,142.04
2016-04-10,2016,4,East,Office Supplies,Art,14.67
2016-12-25,2016,12,West,Technology,Copiers,1199.96
2016-12-25,2016,12,West,Office Supplies,Paper,12.6
2016-12-25,2016,12,West,Office Supplies,Paper,17.94
2016-04-05,2016,4,East,Office Supplies,Labels,23.904
2016-01-17,2016,1,South,Office Supplies,Supplies,88.96
2018-05-20,2018,5,West,Furniture,Chairs,518.272
2018-05-20,2018,5,West,Furniture,Furnishings,6.98
2018-05-20,2018,5,West,Technology,Machines,343.2
2018-08-13,2018,8,East,Office Supplies,Labels,17.544
2016-12-31,2016,12,Central,Office Supplies,Storage,152.688
2016-12-31,2016,12,Central,Office Supplies,Fasteners,3.488
2016-12-31,2016,12,Central,Office Supplies,Supplies,5.888
2018-12-25,2018,12,West,Office Supplies,Binders,153.552
2018-12-25,2018,12,West,Office Supplies,Storage,270.62
2017-09-01,2017,9,East,Technology,Accessories,468.9
2017-09-01,2017,9,East,Technology,Accessories,72.48
2017-09-01,2017,9,East,Office Supplies,Supplies,10.95
2017-09-01,2017,9,East,Furniture,Furnishings,191.82
2018-08-05,2018,8,Central,Office Supplies,Storage,151.056
2015-02-18,2015,2,Central,Furniture,Furnishings,25.16
2017-11-22,2017,11,Central,Office Supplies,Binders,6.216
2017-11-22,2017,11,Central,Office Supplies,Art,23.616
2017-11-22,2017,11,Central,Technology,Accessories,24.032
2017-11-22,2017,11,Central,Office Supplies,Labels,2.088
2017-11-22,2017,11,Central,Office Supplies,Binders,4.488
2016-12-14,2016,12,West,Furniture,Furnishings,29.22
2016-06-13,2016,6,South,Office Supplies,Paper,6.48
2018-12-28,2018,12,West,Office Supplies,Binders,1.188
2018-09-20,2018,9,East,Furniture,Chairs,272.646
2018-09-20,2018,9,East,Technology,Accessories,212.8
2018-09-20,2018,9,East,Office Supplies,Paper,38.52
2018-09-20,2018,9,East,Technology,Accessories,72.64
2018-09-20,2018,9,East,Office Supplies,Storage,45.4
2018-09-20,2018,9,East,Office Supplies,Paper,13.76
2018-09-20,2018,9,East,Furniture,Chairs,80.991
2018-09-20,2018,9,East,Office Supplies,Binders,11.784
2018-09-20,2018,9,East,Office Supplies,Fasteners,4.36
2018-09-20,2018,9,East,Furniture,Chairs,2888.127
2018-09-20,2018,9,East,Technology,Phones,1299.66
2018-09-20,2018,9,East,Furniture,Chairs,2254.41
2018-09-20,2018,9,East,Technology,Phones,104.85
2018-09-20,2018,9,East,Technology,Accessories,59.97
2018-08-22,2018,8,East,Furniture,Tables,314.532
2016-06-18,2016,6,South,Office Supplies,Art,13.632
2015-12-20,2015,12,Central,Office Supplies,Appliances,19.432
2015-12-20,2015,12,Central,Technology,Accessories,65.44
2017-09-11,2017,9,Central,Office Supplies,Labels,6.0
2017-09-11,2017,9,Central,Office Supplies,Binders,1.908
2017-11-12,2017,11,East,Furniture,Chairs,1474.802
2017-11-12,2017,11,East,Office Supplies,Appliances,110.096
2017-11-12,2017,11,East,Office Supplies,Fasteners,16.752
2017-11-12,2017,11,East,Furniture,Chairs,1537.074
2017-11-12,2017,11,East,Furniture,Chairs,449.372
2017-03-14,2017,3,West,Office Supplies,Binders,41.904
2017-11-13,2017,11,East,Technology,Phones,2279.96
2017-11-13,2017,11,East,Office Supplies,Labels,14.94
2018-09-19,2018,9,West,Technology,Phones,191.976
2018-09-19,2018,9,West,Office Supplies,Art,23.832
2018-09-19,2018,9,West,Furniture,Furnishings,409.216
2018-09-19,2018,9,West,Furniture,Bookcases,72.588
2018-12-04,2018,12,Central,Office Supplies,Storage,61.568
2016-08-31,2016,8,Central,Office Supplies,Paper,20.96
2018-06-03,2018,6,West,Technology,Accessories,44.75
2018-06-03,2018,6,West,Office Supplies,Paper,11.96
2018-06-03,2018,6,West,Office Supplies,Binders,3.912
2017-03-31,2017,3,East,Furniture,Chairs,327.996
2015-10-25,2015,10,West,Office Supplies,Binders,49.408
2018-03-26,2018,3,South,Technology,Accessories,53.25
2018-03-26,2018,3,South,Office Supplies,Fasteners,3.76
2015-12-27,2015,12,East,Furniture,Chairs,767.214
2018-09-15,2018,9,South,Office Supplies,Paper,163.96
2017-08-16,2017,8,West,Furniture,Tables,161.28
2017-11-04,2017,11,West,Office Supplies,Art,192.8
2016-10-18,2016,10,Central,Technology,Accessories,27.696
2016-10-18,2016,10,Central,Office Supplies,Appliances,73.164
2017-10-31,2017,10,South,Office Supplies,Paper,32.064
2015-03-30,2015,3,West,Furniture,Bookcases,205.666
2016-04-18,2016,4,West,Office Supplies,Storage,115.44
2018-07-09,2018,7,East,Office Supplies,Paper,274.8
2018-07-09,2018,7,East,Office Supplies,Storage,195.64
2018-07-09,2018,7,East,Technology,Phones,257.98
2018-07-09,2018,7,East,Office Supplies,Art,119.04
2018-06-27,2018,6,Central,Office Supplies,Paper,20.07
2015-12-22,2015,12,West,Office Supplies,Art,11.76
2018-11-21,2018,11,West,Office Supplies,Art,11.76
2018-11-21,2018,11,West,Office Supplies,Binders,40.736
2017-06-27,2017,6,West,Technology,Phones,201.584
2018-12-28,2018,12,West,Furniture,Chairs,340.704
2017-04-08,2017,4,South,Furniture,Bookcases,354.9
2015-03-18,2015,3,West,Furniture,Bookcases,1198.33
2018-07-03,2018,7,West,Office Supplies,Storage,87.92
2018-04-20,2018,4,East,Furniture,Furnishings,51.968
2018-04-20,2018,4,East,Office Supplies,Storage,51.336
2018-04-20,2018,4,East,Office Supplies,Storage,332.704
2018-04-20,2018,4,East,Furniture,Furnishings,42.408
2017-08-03,2017,8,Central,Office Supplies,Envelopes,81.54
2017-08-03,2017,8,Central,Technology,Accessories,167.28
2017-12-03,2017,12,West,Office Supplies,Storage,772.68
2015-03-19,2015,3,South,Technology,Phones,323.976
2015-03-19,2015,3,South,Office Supplies,Labels,11.808
2015-03-19,2015,3,South,Office Supplies,Storage,26.16
2015-03-19,2015,3,South,Office Supplies,Binders,33.57
2015-03-19,2015,3,South,Furniture,Furnishings,4.992
2015-03-19,2015,3,South,Furniture,Furnishings,20.016
2015-03-19,2015,3,South,Technology,Accessories,170.24
2016-04-20,2016,4,Central,Office Supplies,Paper,117.456
2016-09-19,2016,9,West,Office Supplies,Paper,22.96
2015-08-27,2015,8,South,Office Supplies,Paper,13.36
2017-12-19,2017,12,East,Office Supplies,Binders,34.248
2017-12-19,2017,12,East,Office Supplies,Art,3.52
2015-08-02,2015,8,Central,Office Supplies,Binders,26.7
2015-08-02,2015,8,Central,Technology,Accessories,21.2
2015-08-02,2015,8,Central,Office Supplies,Storage,838.38
2016-09-21,2016,9,South,Furniture,Chairs,1690.04
2016-09-21,2016,9,South,Office Supplies,Storage,85.96
2016-09-21,2016,9,South,Office Supplies,Envelopes,121.96
2016-09-21,2016,9,South,Office Supplies,Paper,23.92
2016-09-21,2016,9,South,Office Supplies,Storage,63.96
2016-09-21,2016,9,South,Technology,Phones,629.95
2016-09-21,2016,9,South,Technology,Phones,113.73
2016-09-21,2016,9,South,Office Supplies,Binders,14.6
2016-09-21,2016,9,South,Office Supplies,Storage,887.84
2017-12-11,2017,12,West,Furniture,Chairs,403.92
2016-08-07,2016,8,East,Office Supplies,Art,106.8
2016-11-15,2016,11,East,Office Supplies,Storage,70.95
2016-11-15,2016,11,East,Office Supplies,Binders,34.944
2016-11-15,2016,11,East,Office Supplies,Art,119.04
2018-04-04,2018,4,Central,Technology,Phones,383.84
2017-12-24,2017,12,East,Furniture,Furnishings,799.56
2018-12-13,2018,12,West,Office Supplies,Storage,31.44
2018-12-22,2018,12,Central,Office Supplies,Paper,25.92
2018-12-22,2018,12,Central,Office Supplies,Binders,6.33
2018-12-22,2018,12,Central,Office Supplies,Paper,75.88
2018-10-21,2018,10,East,Technology,Phones,329.988
2018-10-21,2018,10,East,Office Supplies,Storage,71.376
2016-11-13,2016,11,Central,Office Supplies,Paper,63.77
2016-11-13,2016,11,Central,Technology,Phones,50.97
2016-11-13,2016,11,Central,Office Supplies,Paper,96.08
2016-04-16,2016,4,Central,Technology,Copiers,1439.968
2016-04-16,2016,4,Central,Technology,Accessories,43.56
2017-12-16,2017,12,West,Furniture,Chairs,563.92
2017-10-21,2017,10,East,Technology,Phones,235.152
2018-12-01,2018,12,East,Furniture,Furnishings,7.712
2017-10-20,2017,10,Central,Office Supplies,Paper,51.016
2017-10-20,2017,10,Central,Office Supplies,Fasteners,25.248
2017-10-20,2017,10,Central,Furniture,Chairs,56.686
2018-09-29,2018,9,East,Office Supplies,Storage,51.168
2018-08-18,2018,8,West,Office Supplies,Binders,2793.528
2018-08-18,2018,8,West,Office Supplies,Storage,1000.02
2018-08-18,2018,8,West,Furniture,Furnishings,65.94
2018-11-12,2018,11,West,Office Supplies,Fasteners,18.24
2018-11-12,2018,11,West,Office Supplies,Appliances,76.12
2015-10-11,2015,10,West,Office Supplies,Envelopes,7.64
2016-11-28,2016,11,East,Furniture,Furnishings,68.16
2016-11-28,2016,11,East,Office Supplies,Envelopes,62.24
2016-07-27,2016,7,South,Technology,Phones,29.97
2017-10-20,2017,10,Central,Technology,Phones,125.7
2017-10-20,2017,10,Central,Technology,Phones,191.98
2017-10-20,2017,10,Central,Office Supplies,Storage,20.86
2018-09-14,2018,9,West,Office Supplies,Labels,56.7
2018-12-23,2018,12,South,Furniture,Furnishings,72.704
2018-12-23,2018,12,South,Office Supplies,Art,12.264
2018-12-23,2018,12,South,Office Supplies,Storage,218.352
2016-10-05,2016,10,West,Furniture,Bookcases,66.294
2016-10-05,2016,10,West,Furniture,Chairs,291.168
2015-11-02,2015,11,Central,Technology,Phones,88.776
2017-01-22,2017,1,East,Technology,Phones,110.376
2017-01-22,2017,1,East,Technology,Accessories,55.176
2018-07-11,2018,7,Central,Office Supplies,Art,30.32
2018-09-11,2018,9,West,Furniture,Chairs,177.568
2018-09-11,2018,9,West,Office Supplies,Paper,19.44
2018-09-11,2018,9,West,Office Supplies,Paper,71.28
2018-09-11,2018,9,West,Office Supplies,Binders,1471.96
2018-09-11,2018,9,West,Technology,Phones,79.96
2017-02-23,2017,2,East,Office Supplies,Envelopes,57.576
2017-01-22,2017,1,East,Office Supplies,Binders,26.336
2016-12-12,2016,12,West,Furniture,Furnishings,166.5
2016-12-12,2016,12,West,Office Supplies,Storage,360.38
2017-10-29,2017,10,West,Office Supplies,Binders,11.744
2018-05-28,2018,5,East,Furniture,Furnishings,247.44
2015-12-21,2015,12,South,Office Supplies,Binders,18.24
2017-11-24,2017,11,West,Office Supplies,Supplies,25.35
2016-11-20,2016,11,West,Office Supplies,Art,119.04
2016-11-20,2016,11,West,Furniture,Furnishings,22.14
2016-11-20,2016,11,West,Technology,Accessories,13.98
2018-05-29,2018,5,Central,Office Supplies,Binders,43.41
2018-05-29,2018,5,Central,Furniture,Furnishings,6.24
2018-05-29,2018,5,Central,Office Supplies,Appliances,465.16
2018-05-29,2018,5,Central,Office Supplies,Paper,7.98
2015-12-02,2015,12,Central,Office Supplies,Appliances,2.394
2015-04-07,2015,4,South,Office Supplies,Paper,58.32
2015-04-07,2015,4,South,Technology,Phones,200.97
2016-09-08,2016,9,South,Furniture,Furnishings,21.36
2018-09-09,2018,9,Central,Office Supplies,Labels,9.856
2016-09-06,2016,9,South,Office Supplies,Binders,3.444
2018-11-02,2018,11,East,Office Supplies,Supplies,384.592
2016-03-28,2016,3,East,Office Supplies,Envelopes,22.92
2016-08-13,2016,8,Central,Office Supplies,Binders,11.36
2016-05-12,2016,5,West,Office Supplies,Binders,14.592
2018-07-23,2018,7,East,Office Supplies,Labels,41.4
2017-09-24,2017,9,Central,Office Supplies,Binders,442.372
2018-05-05,2018,5,South,Office Supplies,Binders,34.5
2017-10-06,2017,10,Central,Office Supplies,Binders,28.85
2015-11-03,2015,11,South,Office Supplies,Paper,3.488
2015-11-03,2015,11,South,Office Supplies,Paper,143.856
2016-10-01,2016,10,East,Technology,Phones,311.98
2016-10-01,2016,10,East,Office Supplies,Binders,22.45
2018-12-02,2018,12,West,Technology,Phones,39.992
2018-12-02,2018,12,West,Furniture,Chairs,1159.056
2018-12-02,2018,12,West,Office Supplies,Art,179.9
2018-12-11,2018,12,Central,Technology,Accessories,116.312
2017-07-17,2017,7,West,Furniture,Furnishings,12.42
2017-07-17,2017,7,West,Technology,Accessories,428.4
2017-07-17,2017,7,West,Furniture,Furnishings,24.75
2017-07-17,2017,7,West,Office Supplies,Labels,87.71
2017-07-17,2017,7,West,Office Supplies,Storage,69.52
2017-07-17,2017,7,West,Technology,Phones,20.784
2017-07-17,2017,7,West,Office Supplies,Binders,12.816
2018-05-12,2018,5,East,Office Supplies,Labels,5.904
2016-11-20,2016,11,East,Furniture,Furnishings,63.824
2016-11-20,2016,11,East,Office Supplies,Storage,141.552
2017-09-24,2017,9,West,Office Supplies,Envelopes,304.9
2017-09-24,2017,9,West,Furniture,Chairs,563.24
2017-10-21,2017,10,East,Furniture,Tables,661.176
2017-10-24,2017,10,South,Technology,Phones,239.976
2015-07-08,2015,7,West,Furniture,Tables,502.488
2015-07-08,2015,7,West,Office Supplies,Binders,196.704
2016-03-13,2016,3,West,Furniture,Chairs,915.136
2016-03-13,2016,3,West,Furniture,Furnishings,327.76
2018-12-02,2018,12,South,Furniture,Chairs,701.96
2016-04-22,2016,4,West,Technology,Phones,88.776
2016-04-22,2016,4,West,Office Supplies,Art,64.14
2015-09-16,2015,9,East,Office Supplies,Binders,33.552
2015-12-28,2015,12,East,Office Supplies,Appliances,1737.18
2015-12-28,2015,12,East,Office Supplies,Storage,704.25
2015-12-28,2015,12,East,Office Supplies,Paper,141.76
2015-10-21,2015,10,West,Office Supplies,Binders,36.36
2018-11-30,2018,11,West,Furniture,Furnishings,25.83
2015-06-06,2015,6,Central,Office Supplies,Binders,24.588
2015-06-06,2015,6,Central,Office Supplies,Envelopes,13.984
2018-11-23,2018,11,Central,Technology,Phones,195.96
2018-06-18,2018,6,Central,Office Supplies,Paper,74.352
2018-05-05,2018,5,East,Office Supplies,Paper,6.68
2017-11-04,2017,11,West,Office Supplies,Supplies,17.584
2017-11-04,2017,11,West,Furniture,Chairs,104.784
2017-11-04,2017,11,West,Office Supplies,Paper,47.952
2017-11-04,2017,11,West,Furniture,Chairs,650.352
2017-11-04,2017,11,West,Office Supplies,Labels,629.184
2017-11-04,2017,11,West,Office Supplies,Paper,15.176
2015-09-11,2015,9,West,Furniture,Furnishings,127.95
2018-02-16,2018,2,East,Office Supplies,Storage,579.51
2018-02-16,2018,2,East,Technology,Phones,14.99
2015-11-24,2015,11,Central,Office Supplies,Art,151.92
2015-11-24,2015,11,Central,Office Supplies,Labels,196.62
2015-11-24,2015,11,Central,Office Supplies,Paper,144.12
2015-11-24,2015,11,Central,Office Supplies,Paper,15.96
2018-11-25,2018,11,West,Technology,Phones,39.96
2018-11-25,2018,11,West,Office Supplies,Paper,34.08
2018-09-28,2018,9,South,Office Supplies,Paper,10.368
2015-10-13,2015,10,East,Office Supplies,Binders,7.752
2015-06-03,2015,6,Central,Office Supplies,Envelopes,15.28
2015-06-17,2015,6,East,Technology,Machines,65.97
2016-10-29,2016,10,West,Office Supplies,Paper,33.4
2016-10-29,2016,10,West,Office Supplies,Envelopes,210.84
2015-01-20,2015,1,Central,Office Supplies,Storage,13.98
2015-01-20,2015,1,Central,Furniture,Furnishings,272.94
2015-01-20,2015,1,Central,Office Supplies,Binders,19.05
2015-01-20,2015,1,Central,Office Supplies,Appliances,247.716
2015-01-20,2015,1,Central,Office Supplies,Storage,66.58
2015-01-20,2015,1,Central,Office Supplies,Art,43.92
2015-01-20,2015,1,Central,Furniture,Furnishings,14.73
2015-01-20,2015,1,Central,Office Supplies,Binders,29.7
2015-07-11,2015,7,East,Office Supplies,Paper,49.12
2015-07-11,2015,7,East,Office Supplies,Binders,18.28
2017-08-30,2017,8,West,Furniture,Furnishings,47.04
2017-08-30,2017,8,West,Technology,Phones,339.96
2018-10-05,2018,10,East,Technology,Phones,87.8
2018-10-05,2018,10,East,Furniture,Chairs,221.382
2018-10-05,2018,10,East,Technology,Machines,5199.96
2017-12-31,2017,12,East,Office Supplies,Storage,156.512
2016-03-07,2016,3,East,Technology,Accessories,119.85
2016-03-07,2016,3,East,Office Supplies,Binders,30.44
2016-03-07,2016,3,East,Office Supplies,Binders,69.28
2016-03-07,2016,3,East,Technology,Phones,587.97
2018-10-20,2018,10,East,Office Supplies,Labels,24.55
2016-05-01,2016,5,West,Office Supplies,Binders,12.176
2016-05-01,2016,5,West,Office Supplies,Storage,37.32
2016-05-01,2016,5,West,Office Supplies,Supplies,35.06
2018-09-03,2018,9,Central,Furniture,Furnishings,108.4
2018-11-03,2018,11,South,Technology,Phones,361.376
2016-09-13,2016,9,East,Office Supplies,Binders,2.412
2016-09-06,2016,9,East,Office Supplies,Appliances,8.39
2016-09-06,2016,9,East,Technology,Phones,337.98
2015-10-06,2015,10,East,Office Supplies,Storage,83.92
2018-01-23,2018,1,West,Office Supplies,Binders,19.68
2018-01-23,2018,1,West,Office Supplies,Paper,25.92
2018-01-23,2018,1,West,Office Supplies,Paper,6.48
2018-01-23,2018,1,West,Technology,Phones,86.352
2016-12-10,2016,12,West,Office Supplies,Art,56.3
2015-11-25,2015,11,West,Office Supplies,Art,51.016
2018-11-21,2018,11,West,Office Supplies,Binders,150.8
2018-11-21,2018,11,West,Technology,Machines,1039.992
2018-11-21,2018,11,West,Office Supplies,Paper,51.84
2018-04-04,2018,4,East,Technology,Phones,41.22
2018-04-04,2018,4,East,Office Supplies,Supplies,240.37
2018-04-04,2018,4,East,Technology,Phones,119.02
2018-05-19,2018,5,West,Office Supplies,Binders,133.12
2017-10-03,2017,10,Central,Furniture,Furnishings,38.08
2017-11-21,2017,11,East,Furniture,Bookcases,113.568
2018-10-03,2018,10,East,Furniture,Furnishings,83.92
2018-10-03,2018,10,East,Office Supplies,Art,6.63
2018-10-03,2018,10,East,Technology,Accessories,371.97
2015-04-29,2015,4,South,Furniture,Chairs,561.584
2015-04-29,2015,4,South,Office Supplies,Storage,99.92
2017-10-07,2017,10,East,Office Supplies,Labels,4.928
2017-12-15,2017,12,West,Furniture,Furnishings,14.76
2018-04-10,2018,4,East,Technology,Accessories,99.99
2018-04-10,2018,4,East,Office Supplies,Storage,286.15
2015-04-08,2015,4,West,Office Supplies,Fasteners,49.792
2017-03-29,2017,3,East,Furniture,Bookcases,299.975
2017-03-29,2017,3,East,Technology,Phones,158.376
2018-01-15,2018,1,Central,Office Supplies,Binders,32.784
2018-01-15,2018,1,Central,Technology,Accessories,47.984
2018-01-15,2018,1,Central,Technology,Accessories,62.592
2018-01-15,2018,1,Central,Office Supplies,Binders,4.276
2015-01-30,2015,1,Central,Office Supplies,Paper,10.56
2015-01-30,2015,1,Central,Office Supplies,Storage,229.94
2016-02-07,2016,2,South,Office Supplies,Envelopes,311.15
2016-02-07,2016,2,South,Office Supplies,Paper,12.96
2017-12-14,2017,12,East,Office Supplies,Paper,14.62
2017-12-14,2017,12,East,Office Supplies,Labels,5.76
2017-12-14,2017,12,East,Office Supplies,Fasteners,21.48
2017-12-14,2017,12,East,Furniture,Furnishings,396.92
2017-12-14,2017,12,East,Office Supplies,Storage,17.15
2017-12-14,2017,12,East,Office Supplies,Binders,23.12
2018-10-31,2018,10,Central,Office Supplies,Art,5.248
2018-08-06,2018,8,East,Technology,Phones,824.95
2018-08-06,2018,8,East,Office Supplies,Labels,24.64
2018-08-06,2018,8,East,Office Supplies,Art,227.88
2018-05-30,2018,5,South,Furniture,Bookcases,241.96
2018-05-30,2018,5,South,Office Supplies,Binders,3.89
2018-05-30,2018,5,South,Furniture,Furnishings,8.01
2016-11-30,2016,11,South,Technology,Phones,177.48
2018-08-31,2018,8,West,Furniture,Chairs,569.568
2018-08-31,2018,8,West,Office Supplies,Storage,149.73
2018-05-14,2018,5,Central,Furniture,Chairs,899.43
2018-05-14,2018,5,Central,Office Supplies,Art,46.2
2018-05-14,2018,5,Central,Office Supplies,Paper,47.952
2018-05-14,2018,5,Central,Technology,Phones,7.992
2018-05-14,2018,5,Central,Office Supplies,Paper,76.864
2018-08-17,2018,8,South,Office Supplies,Binders,102.93
2018-08-17,2018,8,South,Technology,Accessories,98.16
2018-11-10,2018,11,South,Office Supplies,Binders,11.52
2018-08-21,2018,8,West,Office Supplies,Paper,83.88
2017-03-08,2017,3,East,Technology,Phones,108.576
2017-03-08,2017,3,East,Office Supplies,Fasteners,5.984
2017-10-31,2017,10,Central,Office Supplies,Supplies,21.96
2017-10-31,2017,10,Central,Furniture,Chairs,368.97
2017-10-31,2017,10,Central,Office Supplies,Art,12.39
2017-10-31,2017,10,Central,Office Supplies,Storage,332.94
2015-07-26,2015,7,West,Technology,Accessories,111.93
2016-10-24,2016,10,West,Furniture,Chairs,454.272
2018-08-19,2018,8,East,Office Supplies,Paper,19.44
2017-05-23,2017,5,East,Technology,Copiers,8399.976
